period,demand_mwh
2023-06-18 00:00:00+00:00,61074.291666666664
2023-06-19 00:00:00+00:00,63787.125
2023-06-20 00:00:00+00:00,66504.375
2023-06-21 00:00:00+00:00,66146.33333333333
2023-06-22 00:00:00+00:00,59738.75
2023-06-23 00:00:00+00:00,62163.083333333336
2023-06-24 00:00:00+00:00,61705.125
2023-06-25 00:00:00+00:00,63996.75
2023-06-26 00:00:00+00:00,66358.5
2023-06-27 00:00:00+00:00,67041.375
2023-06-28 00:00:00+00:00,66916.45833333333
2023-06-29 00:00:00+00:00,66471.08333333333
2023-06-30 00:00:00+00:00,65442.916666666664
2023-07-01 00:00:00+00:00,61187.458333333336
2023-07-02 00:00:00+00:00,57266.416666666664
2023-07-03 00:00:00+00:00,60347.666666666664
2023-07-04 00:00:00+00:00,59657.75
2023-07-05 00:00:00+00:00,62436.958333333336
2023-07-06 00:00:00+00:00,60863.458333333336
2023-07-07 00:00:00+00:00,58260.875
2023-07-08 00:00:00+00:00,59859.916666666664
2023-07-09 00:00:00+00:00,60732.541666666664
2023-07-10 00:00:00+00:00,63629.833333333336
2023-07-11 00:00:00+00:00,65575.45833333333
2023-07-12 00:00:00+00:00,66877.45833333333
2023-07-13 00:00:00+00:00,68143.875
2023-07-14 00:00:00+00:00,67980.70833333333
2023-07-15 00:00:00+00:00,65656.125
2023-07-16 00:00:00+00:00,62328.0
2023-07-17 00:00:00+00:00,64437.208333333336
2023-07-18 00:00:00+00:00,68137.0
2023-07-19 00:00:00+00:00,68627.33333333333
2023-07-20 00:00:00+00:00,67918.58333333333
2023-07-21 00:00:00+00:00,66452.16666666667
2023-07-22 00:00:00+00:00,63946.5
2023-07-23 00:00:00+00:00,61652.041666666664
2023-07-24 00:00:00+00:00,63273.458333333336
2023-07-25 00:00:00+00:00,66028.0
2023-07-26 00:00:00+00:00,66278.33333333333
2023-07-27 00:00:00+00:00,65813.125
2023-07-28 00:00:00+00:00,65178.125
2023-07-29 00:00:00+00:00,63573.916666666664
2023-07-30 00:00:00+00:00,63752.25
2023-07-31 00:00:00+00:00,67533.25
2023-08-01 00:00:00+00:00,69167.08333333333
2023-08-02 00:00:00+00:00,69435.66666666667
